clean_content,kategori,emosi
hari ini tgl saya sengaja meninggalkan jejak disini dengan harapan untuk bisa memudahkan saya untuk menghapus akun karna saya mengecek limit saja setelah itu saya mau hapus akun tidak diberi kode verifikasi melalui sms padahal no saya aktif saya tunggu tetap saja tidak ada nongol kodenya seperti nya sengaja tidak diberi jadi saya harap dikemudian hari tidak ada yg menyalahgunakan data saya awas saja kalo ada tagihan atas nama saya saya tidak pernah pinjam disini kecewa,Penagihan,Kecewa
kurang memuaskan padahal bayar tagihan tidak telat tapi untuk pengajuan selanjutnya gagal trus,Penagihan,Kecewa
perihal tagihan pinjaman tenor bulan yang mana sudah saya bayarkan lunas pada tanggal hari jatuh tempo tersebut kenapa setelah di bayarkan namun tagihan pinjaman tersebut tetap muncul pada aplikasi akulaku ini saya coba hubungi cs via live chat namun antriannya dahsyat hingga menunggu antrian kemudian coba hubungi cs via telepon tidak koneksi tidak nyambung pada akhirnya terhubung live chat dari antrian panjang di keesokan harinya yang artinya sudah lewat jatuh tempo denda muncul,Penagihan,Kecewa
bagus sih cuma gatau uni amu chekout bedcover tapi gabisa pake payletter,Penagihan,Kecewa
sya ubah nih ulasan nya tlong donk pihak akulaku tlong aktifin kembali spaylater akulaku ku sya sllu setia sma spaylater akulaku tpi skrng gk bsa dipke lgi bagi sya sangat mmbntu disaat pembelian pulsa atau bayar tagihan listrik sya ksh bintang mohon dibuka kembali ya pemblokiran sya,Penagihan,Kecewa
bener gak ngerti sma akulaku tagihan pinjaman sma paylater sudah sya lunaskan semua masih jauh jatuh temponya tapi gak bisa meminjam lagi atau paylaternya gk bisa diblanjakan aneh bukannya limit makin besar malah makin kecil sya gk pernah tlat pembayar gk ngerti aplikasi ini,Penagihan,Kecewa
ak pengguna akulaku udh lama tagihan belum prnah telat tpi sekarang pas melakukan pengajuan lgi selalu d tolak aneh ni aplikasi melihat nasabah tuh dri segi apanya ya nasabah yg taat bauar tpi d tolak terus skarang apa mau bangkrut ya tolonh dong d perbahafui lagi diliat lagi yg bagai mana yg layak d kasib pinjaman dn yg ngga terimakasih,Penagihan,Kecewa
setiap memesan di akulaku pasti dapat telepon dan sms minta klik link di tingkatkan lagi privasi dan tingkat keamanannya dong toko sebelah kalo memesan pada aman gk ada teror telepon dan minta klik link lancar sampai paket datang ke tujuan di akulaku kalo paket belum datang terus di teror katanya pengiriman gagal kecewa banget kalo org gk tau apa bisa kena tipu tuh coba di perbaiki lagi keamanannya,Penagihan,Kecewa
tolong bersihkan nama saya supaya bisa ajukan lagi tagihan saya sudah lunas,Penagihan,Kecewa
bintan udah cukup apk nya tidak bagus kualitas sangat buruk tagihan udah di bayar tapi tetap tidak bisa di pake padahal limit masih banyak kecewa,Penagihan,Kecewa
kepada akulaku yth saya sangat kecewa dengan aplikasi ini kenapa bulan ini saya dapat tagihan cicilan melalui email yang jelas saya tidak menggunakan bentuk pinjaman dan cicilan berupa barang dan sejenisnya akun sudah saya bekukan permanen karena tidak terpakai apakah data saya disalahgunakan kenapa data saya bocor krn hal tersebut sudah jelas akulaku tidak bisa menjaga keamanan data komsumen tolong ditindak lanjuti,Penagihan,Kecewa
percuma saja limit gede tapi ga bisa di pake sama sekali padahal ga punya tagihan sama sekali cuma jadi pajangan doang,Penagihan,Kecewa
tidak jelas selalu tepat waktu bayar tagihan tapi saya ajukan lagi dapat notifikasi pinjaman tidak lolos verifikasi,Penagihan,Kecewa
pertanggal agustus saya mengunustall dan sudah hapus akun saya di akulaku semua tagihan sudah saya lunasi dan saya sudah tidak ada sangkut pautnya dg akulaku lagi jadi bila kedepannya ada tagihan yg mengatasnamakan saya itu bukan tanggung jawab saya trims,Penagihan,Kecewa
menyediakan pinjaman tapi pas saya ajukan malah di tolak padahal saya tidak punya tagihan nunggak,Penagihan,Kecewa
kenapa tidak bisa menggunakan paylater pembayaran tagihan saya selalu tepat sebwlum waktunya,Penagihan,Kecewa
kecewa bayar selalu jauh dari jatuh tempo tapi untuk kali ini mau pinjam tidak bisa dengan alasan skor kredit tidak sesuai bayar tagihan jangan sampe terlambat tanya cs suruh transaksi sy sudah transaksi begitu banyak tapi skor kredit masih kurang,Penagihan,Kecewa
pengajuan pertama saya suka banget sama akulaku knp pas saya mengajukn pinjaman yng ke x malah gk di acc padahal saya bayar tagihan tepat waktu dn gk punya hutang kecewa bnget sama akulaku,Penagihan,Kecewa
setiap bayar tagihan padahal selalu sebelum tanggal jatuh tempo yang bikin saya kecewa itu limit nya bukannya naik malah turun heran ga rekomen hapus aja aplikasi nya,Penagihan,Kecewa
terimakasih akulaku sudah pinjam dan akhirnya di acc tapi kecewa karna ga bisa ngajuin lagi padahal cuma telat hari dan langsung melunasi tagihan di bulan berikutnya saya harap ajuan pinjaman saya bisa di acc kembali terimakasih kecewa,Penagihan,Kecewa
saya kasih bintang satu saya belom pernah mengajukan pinjaman di akulaku tapi saat daftar knpa saya dapet notif bayar tagihan dengan tepat waktu padahal baru pertama kali mw ngajuin pinjam di akulaku,Penagihan,Kecewa
data disebarluaskan padahal juga ngomong baik baik juga bisa dan sekarang terjadi kesalah fahaman denga rekan rekan saya dan sekarang sudah saya uninstal dan tidak lagi memakai aplikasi ini lagi kecewa berat,Penagihan,Kecewa
agak kecewa sama akulaku karna pengajuan ditolak padahal tagihan udah lunas sebelum jatuh tempo di kasih limit paylatter sampai jt tpi gak bisa dipake pinjaman tunai sampai k juga gak bisa dipake buat apa kalau cuman jadi pajangan dan gak bisa dimanfaatkan aku auto uninstall aja deh makasih,Penagihan,Kecewa
kenapa sekarang tidak bisa pinjam lagi padahal tagihan ga pernah telat aga kecewa,Penagihan,Kecewa
saya sdh bayar tagihan lunas cuman lewat jatuh tempo hari sdh tahun dari pelunasan smpe skrng tdk bisa menggunakan limit kredit di suruh transaksi tunai saya transaksi top up ewalet dan pulsa tetap aja gak ada perubahan sdh tahun,Penagihan,Kecewa
kenapa aplikasi tidak bisa di buka padahal mau bayar tagihan mohon bantuannya,Penagihan,Kecewa
ga ada pinjaman lagi dan padahal sudah tidak ada tagihan yg nunggak sistem ny nga pernah d perbaharui lagi padahall sudah g ada tagihan kecwa sm akulaku,Penagihan,Kecewa
tolong di benerin aplikasi nya saya mau cek sisa tagihan saya aja gabisa,Penagihan,Kecewa
kenapa saya sudah bayar angsuran masih di tagih,Penagihan,Kecewa
tagihan uda di bayar masih ada lagi rupiah uda dibayar keluarlagi rupiah eror kayaknya,Penagihan,Kecewa
padahal bayar tagihan tepat waktu tapi setelah pengajuan lagi malah ga di acc kenapa ini min,Penagihan,Kecewa
banknya cuma tidak ada bank bca dan indomaret jadi susah bayar tagihan pinjaman,Penagihan,Kecewa
semua tagihan sudah saya lunasin tolong hapus semua data saya dan per tanggal februari saya uninstal apk ini terima kasih,Penagihan,Kecewa
awal akulaku mantap lngsung di acc tpi pas pengajuan ke mlh ditolak alasan kredit slot rendah pdhl pembayaran sllu tepat bhkan udh lunas sblum jatuh tempo gk ada tagihan sm skli ahh bkin kcewa juga akhir a mw hpus akun gk bsa gk jls,Penagihan,Kecewa
info donk mau bayar gak bisa cek kembali masa berlaku tagihan gtu gtu aja uda hari,Penagihan,Kecewa
kenapa aku lakuin nggak bisa dipakai padahal nggak punya tagihan,Penagihan,Kecewa
bintang dlu yaa biasanya saya bisa menggunakan aku paylatter setelah tagihan terbayar dan tidak terlambat malah tidak bisa d gunakan padahl limit banyak,Penagihan,Kecewa
kenapa tagihan sudah lunas bayar tepat waktu tapi pas pengajuan di tolak terus,Penagihan,Kecewa
gabisa pinjam lagi padahal lunas tagihan payah,Penagihan,Kecewa
pdahal tagihan gak tau telat bayar lancar tpi ngajuin limit aja gak di acc,Penagihan,Kecewa
tagihan udah di lunasin jauh sebelum jatuh tempo tapi sekarang mau pinjem lagi gak bisa selalu di tolak limit semakin turun terus sekarang mau minjem rb aja gak lolos verifikasi kecewa banget sama aplikasi akulaku,Penagihan,Kecewa
akulaku memang membantu cuman ada kecewa tagihan japo tgl agak telat sy bayar sorenya karna gajian sy itu tgl sore pas ngajui lg gk diacc pdhal lg butuh bngt,Penagihan,Kecewa
bayar tagihan tepat waktu mala dibilang nga tepat waktu aneh ni aplikasi,Penagihan,Kecewa
aplikasi bermanfaat buat pembelian online loding nya cepat pula tapi knapa saat sdh lunas semua tidak ada tagihan apapun limit gak bisa digunakan berhari tlg dong perhatianya,Penagihan,Kecewa
sangat membantu sihh tidak ada keterlambatan tagihan tapi limit tidak bisa digunakan sama sekali ya sama aja,Penagihan,Kecewa
kenapa pengajuan aku di tolak padahal aku sudah melunasi tagihan aku,Penagihan,Kecewa
pelunasan tagihan tidak terlambat tp kenapa limit malah berkurang,Penagihan,Kecewa
tagihan tidak pernah telat sekalipun saya selalu tepat waktu bahkan sebelum jatuh tempo udah di bayar tetapi pengajuan ke saya di tolak dasar apk ribet,Penagihan,Kecewa
maaf sy pelanggan lama tapi tidak bisa gunakan limit padahal saya tidak punya tagihan aplikasi apaan gak guna limit tidak bisa di pakai padahal saya dari tahun pakai aplikasi ini dan tagihan pun nol,Penagihan,Kecewa
mau tanya kenapa fitur tagihan pda saya kalo di klik terjadi kesahan yang tidak dikenal melulu ya chat cs yang balesnya robot melulu,Penagihan,Kecewa
kenapa limit saya tidak naik padahal saya bayar tagihan sebelum jatuh tempo,Penagihan,Kecewa
belum pernah pinjam tapi tidak bisa pinjam alasannya karena anda tidak membayar tagihan,Penagihan,Kecewa
padahal udah bayar tagihan tepat waktu malah sebelm tgl tagihan udah bayar tapi malah pengajuan ke di tolak terus aneh akulaku tidak amanah sama member padahal pake akulaku udah bulan,Penagihan,Kecewa
akulaku sangat bagus pengajuan pinjaman awal saya langsung cair dalam menit tapi pas pengajuan pinjaman ke dua kali nya ko tidak lolos padahal saya bayar tagihan nya jauh jauh hari dari tanggal jatuh tempo,Penagihan,Kecewa
sangat membantu pembayaran tagihan listrik saya tp kenapa sekarang token listrik tidak bisa paylater,Penagihan,Kecewa
sangat membantu cuman kalau sudah lunas semua tagihan susah pinjam lagi padahal pembayaran selalu di bawah dari tenor pinjaman tolong di bantu,Penagihan,Kecewa
dana cicilan sudah tidak bisa pinjaman tunai pun tidak bisa transaksi selalu lancar baik itu isi kuota tagihan listrik pdam gas eh makin kesini malah di stop transaksi nya kecewa banget dg sistem baru ini sejak maret dana cicil slalu lancar tanpa telat bayar mulai transaksi pertama k jt jt terakhir ini per maret ajukan ulang dg alasan tidak masuk akal riwayat trx mungkin sudah bangkrut tidak bisa ajukan dana cicil pinjaman tunai pulsa pun di batasi,Penagihan,Kecewa
aplikasi gak jelas padahal baru pertama kali mengajukan pinjaman tapi ditolak dengan alasan keterlambatan membayar tagihan,Penagihan,Kecewa
udah gk punya tagihan tapi mau minjem lg susah padahal gk pernah telat,Penagihan,Kecewa
aneh riwayat tagihan lancar tapi limit turun,Penagihan,Kecewa
tagihan sudah saya bayar tepat waktu tetapi waktu saya megambil lagi tidak bisa padahal saya bayar nya sebelum tanggal yang sudah ditentukan tetapi sama sekali tidak bisa sudah saya coba berkali kali sangat kecewa padahal saya lagi sangat membutuhkan untuk modal usaha,Penagihan,Kecewa
udah pengajuan pinjaman tapi ndak ada uang masuk tapi ada tagihan pembayaran,Penagihan,Kecewa
saya pelanggan akulaku tpi sa at ini kecewa pesanan sudah di batalkan oleh toko dan pihak akulaku alasan barang habis tpi tagihan muncul dan gk berubah klo sistem yang eror benahi sistemnya,Penagihan,Kecewa
sy sudah bayar tagihan tapi gk masuk gagal tapi saldo terpotong lalu tanya cs akulaku suruh tanya ke pihak bank selesai tanya pihak bank dana sudah masuk ke pihak akulaku terus bikin laporan ke pihak akulaku sampe sekarang belum ada informasi lebih lanjut padahal sy kasih bukti mutasi transaksi lain nya merasa kecewa cht cs jawabannya begitu saja tolong dong perbaiki lagi,Penagihan,Kecewa
sangat mengecewakan produk gk masuk tagihan tetep ada sangat buruk,Penagihan,Kecewa
awalnya sih lancar banget pengajuan pinjaman rb paylater utk isi pulsa rb setelah semua tagihan dibayar lebih cepat dari jadwal penagihan eh malah gak bisa mengajukan apa lagi dibilang kredit tidak mencukupi perasaan gak kredit apa deh,Penagihan,Kecewa
pertanggal oktober saya hapus aplikasi akulaku karna tidak ingin menggunakan nya lagi bila ada tagihan atau pembayaran atas nama data saya saya tidak akan bertanggung jawab,Penagihan,Kecewa
ka mau tanya saya pny tagihan bulan yg bln ini sudh sy l unasin ada satu lg tagihan tp jtuh tempo tgl september apakah jika sy lunasi sekarang agustua sudah bisa lgsung pinjam lagi mhon dijwb,Penagihan,Kecewa
kecewa sudah melakukan pembayaran tapi tagihan di aplikasi masih muncul dan denda pun masih berjalan sudah lapor cs tapi tindakan nya lama dan di telpon terus sama kolektor nya,Penagihan,Kecewa
saya gunakan ini untuk belanja keperluan biasa saja wlw sedikit kecewa paylatter shopee dan lazada yang cukup lama tidak aktif krn telat bayar dan kurangnya di sini tagihan seminggu sebelum jatuh tempo rame tlp tagihan sgt mengganggu kenyamanan wlw cm rb hutangnya,Penagihan,Kecewa
klau dana talang gak bisa pinjem lagi klau masih ada tagihan,Penagihan,Kecewa
kecewa gw sama akulaku bayar tagihan tepat waktu malah di bekukan di blokir pula di coba berkali kali masih aja gagal terus,Penagihan,Kecewa
mohon ke pihak akulaku saya udah gak pake lagi akulaku mo penghapusan data gak bisa kalo ada tagihan atau transaksi itu bukan saya mksi tolong hapus data saya,Penagihan,Kecewa
limit pinjaman saja di bekukan tidak bisa digunakan padahal tidak ada tagihan,Penagihan,Kecewa
saya sudah kirim bukti rek koran dan notifikasi sms ke cs nya dana kaga ada yg cair tapi tagihan ada anehnya lagi sy cek aplikasinya rincian saya nga ada tagihan sama sekali,Penagihan,Kecewa
akulaku sekarang anh aku sudah membayar tagihan tapi di dalam apk nya masih ada bagaimana cara nya biar tagihan saya hilang di apk soal nya saya sudah membayar tagihan tapi masih ada tagihan,Penagihan,Kecewa
saya sudah melakukan pelunasan tpi knpa di apk tagihan saya masih ada,Penagihan,Kecewa
gpp bintang limit gk bisa dipakai pinjaman gk bisa juga tagihan gk punya mungkin admin pensiunan finance semoga lebih ringan untuk kualifikasi nya nanti terimakasih,Penagihan,Kecewa
gapernah telat bayar tagihan tp pas ngambil lg ditolak,Penagihan,Kecewa
tagihan awal lunas pas mau mengajukan lagi tidak lolos serba salah bayar cepat salah bayar lambat apa lgi,Penagihan,Kecewa
sengaja saya beri bintang lima biar ke baca tolong hapus data saya kenapa saya sudah bayar masih aja ada tagihan saya tidak akan bayar lagi saya punya buktinya bahwa saya sudah bayar,Penagihan,Kecewa
sangat mengecewakan selalu membayar tagihan tepat waktu tapi limit pinjaman diturunkan bahkan paylater pun tidak bisa digunakan lagi alasan penilaian sistem entah penilaian yg bagaimana kocak akulaku untuk pinjaman tunai pun sekarang ditolak sangat mengecewakan,Penagihan,Kecewa
saya masih memiliki tagihan tapi aplikasinya tidak bisa diinstal,Penagihan,Kecewa
tagihan gak sesuai,Penagihan,Kecewa
admin tolong dong ini saya sudah bayar tagihan saya tapi kenapa masih tetep muncul tagihan nya,Penagihan,Kecewa
satu aja slnya tagihan udah bayar lunas sebelum jatuh tempo tapi mau ajukan lagi selalu gagal,Penagihan,Kecewa
sdh bayar tagihan playter gk bs pakek beli token,Penagihan,Kecewa
kecewa knpa setelah bayar tagihan kok gk bisa pakai limit lagi,Penagihan,Kecewa
kok limit pinjaman ku jadi kecil padahal dari tahun aku gak pernah telat bayar tagihannya malah belum waktunya udah ku lunasi semua pinjaman di akulaku,Penagihan,Kecewa
ga punya tagihan tp gagal trus buat isi pulsa or yg lainnya percuma punya besar tp ga bisa dipake,Penagihan,Kecewa
kecewa pelunasan tagihan udah semua tapi limit tidak bertambah pengajuan pinjaman gak di acc lagi,Penagihan,Kecewa
halo saya sudah membayar tagihan yang sudah saya pinjam tapi kenapa tagihan saya belum lunas masih tertulis segera membayar tagihan anda,Penagihan,Kecewa
sudah melunasi tagihan limit tidak bisa digunakan kembali,Penagihan,Kecewa
kenapa ya ga muncul tagihan padahal mau bayar,Penagihan,Kecewa
saya jadi dipersulit untuk layanan pinjaman karna sempat hilang hp dulu telat membayar tagihan pulsa,Penagihan,Kecewa
setelah tagihan di lunasi untuk pinjaman berikutnya tidak sesuai dan berbeli belit kecewa,Penagihan,Kecewa
sangat mengecewakan sy bru skli pnjm hny gara telat byr mnggu nma sy di blacklist sm akulaku jd sy skrg ssh mau mngjukn pnjmn kmna gara keteledoran akulaku pelayanan yg tdk memuaskan trs klu nagih tlpn trs kdang shri smpe x ngechat kasar skli mlbhi lintah darat yg blm download gk ush di download ya sblm klian nyesel kecewa,Penagihan,Kecewa
